Assessor Book,Assessor Page,Assessor Parcel,# of Accessory Dwelling Units
2645.0,004,019,1.0
2686.0,020,005,1.0
2660.0,021,011,1.0
2712.0,003,021,1.0
2353.0,026,018,1.0
2679.0,024,011,1.0
4315.0,009,019,1.0
2770.0,002,003,1.0
2512.0,012,027,1.0
2337.0,018,010,1.0
2681.0,002,001,1.0
2605.0,022,020,1.0
2508.0,008,013,1.0
2156.0,007,011,1.0
6055.0,004,026,1.0
2121.0,018,042,1.0
2683.0,006,007,1.0
2129.0,017,008,1.0
2508.0,013,006,1.0
2544.0,017,007,1.0
2129.0,017,031,1.0
2339.0,012,033,1.0
2123.0,007,019,1.0
2513.0,014,033,1.0
4303.0,027,022,1.0
2726.0,015,008,1.0
2715.0,004,029,1.0
2768.0,009,011,1.0
2126.0,031,006,1.0
2339.0,003,025,1.0
2407.0,014,012,1.0
2026.0,023,009,1.0
2502.0,006,009,1.0
2607.0,012,012,1.0
2247.0,007,017,1.0
2126.0,030,011,1.0
2151.0,010,023,1.0
2625.0,013,008,1.0
2238.0,011,029,1.0
2733.0,003,018,1.0
2571.0,009,051,1.0
2247.0,010,025,1.0
2236.0,004,009,1.0
2782.0,020,028,1.0
2153.0,002,004,1.0
6040.0,037,013,1.0
2410.0,020,005,1.0
2329.0,010,013,1.0
2523.0,015,033,1.0
2204.0,015,001,2.0
2741.0,007,006,1.0
6055.0,023,030,1.0
2338.0,018,009,1.0
2151.0,010,010,1.0
2339.0,014,011,1.0
2134.0,033,002,1.0
2645.0,012,020,1.0
2780.0,014,019,1.0
2770.0,009,002,1.0
5021.0,010,028,1.0
2785.0,019,015,1.0
2509.0,012,048,1.0
2130.0,012,001,1.0
2038.0,019,013,1.0
2510.0,025,024,1.0
2769.0,006,009,1.0
2042.0,001,019,1.0
2513.0,013,044,1.0
2254.0,015,008,1.0
2506.0,028,013,1.0
5189.0,011,030,1.0
2766.0,003,032,1.0
2202.0,019,012,1.0
2734.0,012,053,1.0
2202.0,017,018,1.0
2136.0,016,004,1.0
2238.0,009,003,1.0
2239.0,022,016,1.0
2604.0,014,075,1.0
2686.0,012,008,1.0
2715.0,008,019,1.0
2664.0,021,048,1.0
2405.0,005,003,1.0
2616.0,004,009,1.0
2680.0,010,007,1.0
2339.0,002,048,1.0
2417.0,005,025,1.0
2645.0,003,011,1.0
2696.0,014,019,1.0
2202.0,004,005,1.0
2715.0,001,021,1.0
5014.0,005,017,1.0
2156.0,009,006,1.0
2649.0,004,017,1.0
2686.0,012,005,1.0
2407.0,003,014,1.0
2122.0,018,019,1.0
2339.0,003,008,1.0
2228.0,005,001,1.0
2254.0,014,007,1.0
2668.0,006,010,1.0
4257.0,009,024,1.0
2646.0,017,020,1.0
2787.0,031,028,1.0
2127.0,003,003,1.0
2126.0,036,015,1.0
2130.0,016,024,1.0
2213.0,006,003,1.0
2645.0,003,012,1.0
2508.0,024,015,1.0
2677.0,014,001,1.0
2366.0,015,007,1.0
2217.0,013,034,1.0
2230.0,005,016,1.0
2026.0,012,012,1.0
2523.0,022,010,1.0
2661.0,026,018,1.0
2020.0,005,014,1.0
2513.0,013,041,1.0
2715.0,003,027,1.0
2309.0,012,003,1.0
2239.0,022,018,1.0
2604.0,015,011,1.0
2159.0,014,010,1.0
5682.0,016,007,1.0
2513.0,024,013,1.0
2254.0,010,004,1.0
2156.0,004,006,1.0
2326.0,013,011,1.0
4383.0,005,026,1.0
6004.0,016,009,1.0
2649.0,009,013,1.0
2407.0,004,008,1.0
2238.0,006,005,1.0
2672.0,025,032,1.0
2611.0,017,018,1.0
2338.0,017,004,1.0
2236.0,010,020,1.0
2508.0,027,015,1.0
5474.0,028,004,1.0
2544.0,021,026,1.0
2640.0,011,011,1.0
2404.0,015,016,1.0
2415.0,004,026,1.0
2134.0,031,014,1.0
2688.0,039,013,1.0
2664.0,002,047,1.0
6065.0,029,031,1.0
2680.0,015,014,1.0
2551.0,013,010,1.0
2769.0,014,030,1.0
2766.0,009,002,1.0
2712.0,021,001,1.0
2149.0,010,024,1.0
2122.0,024,013,1.0
2761.0,002,063,1.0
2524.0,015,033,1.0
2238.0,009,029,1.0
4257.0,010,006,1.0
2615.0,020,005,1.0
5442.0,030,017,1.0
2726.0,009,023,1.0
2201.0,030,024,1.0
2338.0,021,010,1.0
2337.0,020,017,1.0
2128.0,004,025,1.0
2156.0,008,003,1.0
2151.0,017,016,1.0
2329.0,018,001,1.0
2254.0,014,006,1.0
2664.0,021,090,1.0
2315.0,010,037,1.0
2151.0,005,033,1.0
5594.0,024,033,1.0
2132.0,011,010,1.0
5050.0,019,025,1.0
2502.0,029,004,1.0
5017.0,030,052,1.0
2014.0,027,018,1.0
2169.0,011,028,1.0
2122.0,018,029,1.0
2681.0,001,011,1.0
2238.0,002,007,1.0
2715.0,008,018,1.0
2126.0,037,011,1.0
2130.0,015,006,1.0
5014.0,025,012,1.0
2115.0,011,004,1.0
2213.0,008,013,1.0
2014.0,027,013,1.0
2151.0,017,016,1.0
2696.0,014,001,1.0
2666.0,024,029,1.0
2202.0,011,017,1.0
2254.0,035,016,1.0
2727.0,010,014,1.0
2230.0,005,015,1.0
2153.0,026,033,1.0
2640.0,006,028,1.0
2715.0,029,023,1.0
2110.0,012,038,1.0
2603.0,019,012,1.0
5457.0,017,007,1.0
2118.0,009,007,1.0
2324.0,024,011,1.0
2761.0,025,011,1.0
2136.0,016,005,1.0
2513.0,005,036,1.0
2360.0,019,019,1.0
2128.0,014,003,1.0
2557.0,019,019,1.0
5516.0,019,018,1.0
2511.0,027,004,1.0
2243.0,016,046,1.0
5055.0,009,021,2.0
5589.0,012,011,1.0
2624.0,011,009,1.0
2153.0,035,026,1.0
4404.0,021,014,1.0
5064.0,025,014,1.0
2116.0,012,007,1.0
5101.0,028,015,1.0
2415.0,002,020,2.0
5048.0,022,026,1.0
4321.0,014,042,1.0
4412.0,006,021,1.0
5188.0,014,030,1.0
5063.0,002,018,1.0
4306.0,001,023,1.0
5052.0,025,009,1.0
6036.0,018,008,1.0
5588.0,031,009,1.0
5022.0,025,025,1.0
6108.0,012,015,1.0
5435.0,006,029,1.0
6002.0,016,007,1.0
2254.0,017,009,1.0
2508.0,009,006,1.0
2119.0,003,001,1.0
2135.0,003,015,1.0
2404.0,016,017,1.0
2672.0,026,005,1.0
4009.0,011,008,1.0
2359.0,007,016,1.0
5516.0,020,007,1.0
6018.0,007,021,1.0
7416.0,001,012,1.0
5433.0,024,015,1.0
6063.0,002,026,1.0
2335.0,013,011,1.0
6117.0,031,019,1.0
4245.0,003,014,1.0
2128.0,024,002,1.0
5035.0,017,003,1.0
4125.0,003,025,1.0
5306.0,005,024,1.0
2119.0,007,027,1.0
2212.0,020,027,1.0
4256.0,021,003,1.0
2615.0,011,019,1.0
6120.0,026,030,1.0
2113.0,008,005,1.0
5312.0,015,009,1.0
2123.0,023,079,1.0
5462.0,018,001,1.0
4294.0,009,028,1.0
5018.0,011,001,1.0
2335.0,003,012,1.0
6061.0,014,005,1.0
5474.0,011,015,1.0
2123.0,023,079,1.0
2031.0,011,035,1.0
5402.0,001,033,1.0
5088.0,008,026,1.0
4247.0,030,011,1.0
2611.0,034,004,1.0
2333.0,012,061,1.0
2509.0,012,018,1.0
5109.0,009,007,1.0
5466.0,033,027,1.0
2181.0,028,027,1.0
4127.0,009,014,1.0
5515.0,008,032,1.0
4019.0,007,001,1.0
2696.0,018,010,1.0
2315.0,012,033,1.0
2203.0,001,016,1.0
4221.0,010,047,1.0
4221.0,018,024,1.0
2209.0,025,005,1.0
2507.0,004,004,1.0
2237.0,022,007,1.0
5460.0,008,020,1.0
5057.0,026,014,1.0
2213.0,002,003,1.0
2617.0,004,032,1.0
4008.0,026,005,1.0
4420.0,034,008,1.0
5036.0,010,026,1.0
2664.0,011,033,1.0
5433.0,019,011,1.0
2548.0,008,021,1.0
5682.0,009,009,1.0
5045.0,015,010,1.0
4105.0,009,013,1.0
2547.0,025,014,1.0
5229.0,029,030,1.0
4249.0,022,005,1.0
5083.0,003,006,1.0
2619.0,028,011,1.0
2530.0,038,082,1.0
6003.0,008,024,1.0
2217.0,032,002,1.0
2276.0,012,015,1.0
5217.0,004,006,1.0
2373.0,004,005,1.0
5041.0,008,020,1.0
5580.0,007,009,1.0
2347.0,008,021,1.0
2337.0,013,019,1.0
5019.0,017,021,1.0
5587.0,016,022,1.0
2637.0,026,014,1.0
4113.0,007,011,1.0
2109.0,010,015,1.0
5101.0,015,003,1.0
6084.0,004,027,1.0
5042.0,004,014,1.0
6058.0,022,008,1.0
2316.0,018,005,1.0
5312.0,018,014,1.0
5685.0,020,010,1.0
2041.0,010,008,1.0
2611.0,034,004,1.0
4301.0,009,018,1.0
5481.0,005,018,1.0
5454.0,025,021,1.0
2309.0,029,005,1.0
2026.0,003,008,1.0
2104.0,013,005,1.0
5188.0,008,014,1.0
2221.0,002,004,1.0
2345.0,010,008,1.0
5033.0,013,001,1.0
5430.0,032,022,1.0
2283.0,017,016,1.0
2169.0,015,031,1.0
5442.0,026,015,1.0
2679.0,008,009,1.0
5305.0,022,019,1.0
5047.0,006,031,1.0
2870.0,004,002,1.0
5070.0,001,006,1.0
4366.0,032,016,1.0
6015.0,025,011,1.0
4005.0,003,017,1.0
2340.0,023,010,1.0
2626.0,012,020,1.0
5486.0,013,009,1.0
2502.0,007,007,1.0
5550.0,007,029,1.0
2335.0,023,020,1.0
2218.0,011,019,1.0
2221.0,009,002,1.0
4325.0,003,011,1.0
5046.0,029,035,1.0
6014.0,007,007,1.0
5306.0,003,032,1.0
2254.0,022,022,1.0
2137.0,023,015,1.0
5046.0,033,041,1.0
5478.0,013,017,1.0
4119.0,025,010,1.0
5052.0,029,023,1.0
5435.0,015,005,1.0
5085.0,020,011,1.0
5086.0,012,023,1.0
2650.0,034,023,1.0
2364.0,012,032,1.0
2610.0,004,004,1.0
6016.0,028,001,1.0
4221.0,018,024,1.0
2220.0,007,030,1.0
2013.0,012,002,1.0
2356.0,003,011,1.0
5085.0,011,007,1.0
2106.0,021,011,1.0
4106.0,005,011,1.0
5215.0,015,017,1.0
2678.0,023,026,1.0
2557.0,025,015,1.0
2653.0,009,013,1.0
5594.0,021,003,1.0
2014.0,029,015,1.0
4223.0,019,005,1.0
2263.0,013,023,1.0
5060.0,023,009,1.0
2156.0,003,014,1.0
5514.0,006,005,1.0
4245.0,019,010,1.0
4110.0,011,026,1.0
2218.0,020,016,1.0
2324.0,030,043,1.0
5052.0,017,005,1.0
6035.0,028,015,1.0
6015.0,007,018,1.0
4302.0,010,032,1.0
2645.0,011,017,1.0
2355.0,012,043,1.0
5177.0,020,027,1.0
4405.0,039,003,1.0
2235.0,008,016,1.0
7456.0,021,051,1.0
6001.0,010,030,1.0
2783.0,006,011,1.0
5088.0,005,038,1.0
2326.0,002,004,1.0
6041.0,024,018,1.0
2784.0,007,018,1.0
2671.0,019,032,1.0
2206.0,020,014,1.0
2676.0,012,019,1.0
4392.0,009,015,1.0
5046.0,031,006,1.0
2347.0,008,038,1.0
5080.0,004,002,1.0
6002.0,018,018,1.0
2023.0,010,023,1.0
2204.0,015,001,2.0
2130.0,007,020,1.0
2216.0,015,033,1.0
4320.0,013,025,1.0
6055.0,021,039,1.0
2127.0,011,013,1.0
2014.0,003,023,1.0
2005.0,010,011,1.0
2718.0,001,025,1.0
2615.0,019,004,1.0
2531.0,005,044,1.0
2617.0,013,011,1.0
2419.0,018,015,1.0
2671.0,027,006,1.0
2604.0,030,024,1.0
6006.0,006,015,1.0
2533.0,027,011,1.0
2182.0,004,002,1.0
2509.0,007,031,1.0
2366.0,013,014,1.0
2533.0,002,011,1.0
2629.0,028,022,1.0
2004.0,009,007,1.0
2132.0,001,024,1.0
2620.0,005,010,1.0
2559.0,029,033,1.0
2505.0,001,046,1.0
2115.0,002,003,1.0
2527.0,027,035,1.0
2421.0,021,008,1.0
2012.0,004,025,1.0
2550.0,010,013,1.0
2531.0,008,048,1.0
2623.0,024,015,1.0
5510.0,015,010,1.0
2531.0,020,011,1.0
4423.0,009,033,1.0
2115.0,005,013,1.0
2340.0,010,017,1.0
2631.0,010,068,1.0
5438.0,008,029,1.0
2502.0,010,049,1.0
2129.0,024,036,1.0
2386.0,031,004,1.0
2177.0,001,023,1.0
4302.0,030,026,1.0
2293.0,002,006,1.0
6015.0,006,019,1.0
2386.0,024,003,1.0
2128.0,001,014,1.0
2175.0,031,036,1.0
2124.0,021,008,1.0
2380.0,017,010,1.0
4365.0,011,002,1.0
2024.0,037,029,1.0
2131.0,012,020,1.0
2012.0,008,006,1.0
2501.0,002,006,1.0
2039.0,017,031,1.0
2429.0,010,023,1.0
2151.0,034,054,1.0
2646.0,008,004,1.0
2762.0,014,020,1.0
4125.0,004,035,1.0
2130.0,007,004,1.0
2624.0,014,045,1.0
2129.0,009,001,1.0
2531.0,028,003,1.0
2105.0,007,015,1.0
2623.0,015,023,1.0
2304.0,010,001,1.0
2035.0,015,046,1.0
2503.0,006,041,1.0
2628.0,007,013,1.0
2010.0,020,029,1.0
2175.0,009,026,1.0
2301.0,022,002,1.0
2530.0,034,022,1.0
2535.0,013,012,1.0
5526.0,011,016,1.0
2130.0,003,005,1.0
2373.0,011,007,1.0
2123.0,021,048,1.0
2160.0,014,002,1.0
5669.0,026,021,1.0
2620.0,013,004,1.0
2680.0,008,011,1.0
2010.0,022,002,1.0
2506.0,032,027,1.0
2512.0,009,039,1.0
4239.0,008,028,1.0
2113.0,017,011,1.0
2524.0,006,013,1.0
2033.0,028,026,1.0
2129.0,005,024,1.0
2259.0,006,028,1.0
2552.0,016,014,1.0
2281.0,002,006,1.0
4306.0,024,034,1.0
2762.0,035,021,1.0
4246.0,025,025,1.0
2101.0,004,006,1.0
2748.0,012,054,1.0
2646.0,009,005,1.0
2506.0,028,009,1.0
5685.0,003,002,1.0
4256.0,026,013,1.0
2115.0,002,005,1.0
2159.0,015,007,1.0
2620.0,013,021,1.0
2138.0,024,005,1.0
2527.0,018,028,1.0
7349.0,024,005,1.0
5415.0,023,002,1.0
5013.0,003,001,1.0
2618.0,011,019,1.0
2617.0,021,015,1.0
2761.0,010,016,1.0
2202.0,026,013,1.0
2782.0,020,010,1.0
6071.0,015,004,1.0
2620.0,022,001,1.0
2156.0,024,027,1.0
2366.0,016,015,1.0
2508.0,018,035,1.0
2527.0,018,021,1.0
2137.0,026,002,1.0
2690.0,016,017,1.0
2748.0,029,044,1.0
2531.0,022,030,1.0
2662.0,019,003,1.0
2293.0,005,001,1.0
5220.0,012,025,1.0
2623.0,021,029,1.0
2620.0,013,004,1.0
6084.0,001,015,1.0
2216.0,003,026,1.0
2764.0,021,003,1.0
2727.0,013,005,1.0
2404.0,022,031,1.0
2010.0,010,023,1.0
2235.0,019,044,1.0
2779.0,028,009,1.0
5572.0,017,001,1.0
2623.0,024,017,1.0
4256.0,004,011,1.0
2533.0,028,014,1.0
2246.0,002,008,1.0
6050.0,019,013,1.0
2620.0,008,004,1.0
2536.0,003,017,1.0
2527.0,015,047,1.0
2779.0,030,018,1.0
5510.0,014,002,1.0
2137.0,024,019,1.0
2533.0,003,025,1.0
2626.0,014,020,1.0
2004.0,014,015,1.0
2167.0,004,039,1.0
2620.0,013,015,1.0
5035.0,027,021,1.0
2532.0,006,012,1.0
2259.0,001,017,1.0
2128.0,013,017,1.0
5110.0,019,022,1.0
2762.0,017,021,1.0
2228.0,023,011,1.0
2527.0,021,011,1.0
2770.0,006,030,1.0
2748.0,028,051,1.0
2507.0,002,002,1.0
2618.0,008,008,1.0
4303.0,013,058,1.0
2527.0,027,014,1.0
2620.0,018,021,1.0
2782.0,024,008,1.0
2571.0,010,058,1.0
6031.0,006,026,1.0
2640.0,003,004,1.0
2511.0,013,005,1.0
2601.0,019,049,1.0
2763.0,016,025,1.0
5424.0,011,019,1.0
2131.0,002,026,1.0
5435.0,022,035,1.0
2629.0,025,003,1.0
2013.0,011,040,1.0
2533.0,006,009,1.0
2683.0,023,005,1.0
5671.0,013,017,1.0
2261.0,012,014,1.0
2178.0,030,008,1.0
2557.0,020,008,1.0
2074.0,023,012,1.0
2004.0,020,031,1.0
5540.0,001,007,1.0
2536.0,008,017,1.0
2419.0,014,007,1.0
2533.0,011,019,1.0
6061.0,026,022,1.0
2234.0,020,018,1.0
5538.0,006,035,4.0
2380.0,017,014,1.0
2385.0,020,005,1.0
2768.0,008,001,1.0
2105.0,006,006,1.0
2533.0,001,009,1.0
2533.0,028,022,1.0
2340.0,013,021,1.0
2226.0,018,006,1.0
2013.0,008,045,1.0
2130.0,013,023,1.0
2213.0,011,017,1.0
2785.0,002,016,1.0
2228.0,027,014,1.0
2530.0,037,013,1.0
2618.0,003,006,1.0
2558.0,043,018,1.0
2618.0,007,028,1.0
2508.0,014,007,1.0
2509.0,006,034,1.0
2763.0,011,006,1.0
2505.0,024,049,1.0
2646.0,011,009,1.0
2356.0,013,002,1.0
4114.0,033,023,1.0
2506.0,024,029,1.0
2203.0,005,018,1.0
2531.0,022,018,1.0
2622.0,005,003,1.0
2203.0,008,002,1.0
2178.0,030,003,1.0
2531.0,020,026,1.0
2769.0,017,020,1.0
2508.0,005,003,1.0
2646.0,025,015,1.0
4104.0,012,003,1.0
5430.0,013,022,1.0
2605.0,022,022,1.0
2524.0,008,010,1.0
2686.0,013,018,1.0
2690.0,017,112,1.0
2618.0,022,029,1.0
2134.0,001,003,1.0
2621.0,017,003,1.0
2159.0,009,002,1.0
2532.0,005,007,1.0
2536.0,003,012,1.0
2130.0,014,007,1.0
2130.0,002,014,1.0
2620.0,010,002,1.0
2105.0,001,014,1.0
2131.0,002,016,1.0
2535.0,015,016,1.0
4365.0,011,002,1.0
2010.0,020,047,1.0
2647.0,010,008,1.0
2105.0,003,007,1.0
6023.0,032,017,1.0
2339.0,013,008,1.0
6036.0,021,003,1.0
4257.0,021,070,1.0
2669.0,025,013,1.0
2639.0,016,019,1.0
2136.0,008,002,1.0
5476.0,010,024,1.0
2344.0,014,031,1.0
4325.0,025,077,1.0
2010.0,019,015,1.0
6004.0,037,019,1.0
2620.0,027,022,1.0
2134.0,010,017,1.0
2336.0,029,012,1.0
2629.0,033,034,1.0
2531.0,026,048,1.0
2748.0,010,038,1.0
2605.0,016,022,1.0
2109.0,027,016,1.0
2634.0,008,006,1.0
2534.0,008,010,1.0
2524.0,011,001,1.0
2222.0,020,006,1.0
2552.0,024,042,1.0
5042.0,004,014,1.0
2780.0,002,022,1.0
2129.0,007,024,1.0
2010.0,022,015,1.0
2123.0,010,001,1.0
6004.0,013,019,1.0
2536.0,004,021,1.0
2755.0,017,001,1.0
2336.0,024,011,1.0
2644.0,017,018,1.0
2369.0,028,005,1.0
2618.0,021,022,1.0
2686.0,005,015,1.0
2115.0,006,018,1.0
2644.0,017,015,1.0
5445.0,030,038,1.0
5070.0,012,057,1.0
2509.0,012,053,1.0
4231.0,008,018,1.0
7420.0,014,011,1.0
2283.0,021,005,1.0
2514.0,016,055,1.0
2661.0,002,017,1.0
2106.0,033,009,1.0
2533.0,004,029,1.0
6014.0,031,002,1.0
2646.0,017,003,1.0
2309.0,024,001,1.0
2763.0,018,011,1.0
2281.0,003,004,1.0
2553.0,007,035,1.0
2524.0,009,008,1.0
2762.0,020,002,1.0
2014.0,003,004,1.0
2132.0,014,004,1.0
4232.0,011,029,1.0
4302.0,015,022,1.0
2533.0,023,009,1.0
2508.0,016,018,1.0
2508.0,004,006,1.0
2524.0,002,012,1.0
2105.0,008,024,1.0
2768.0,030,018,1.0
2261.0,035,017,1.0
2629.0,030,028,1.0
2668.0,012,007,1.0
2337.0,034,021,1.0
2534.0,006,017,1.0
2763.0,008,011,1.0
2259.0,001,012,1.0
2284.0,014,016,1.0
5435.0,007,013,1.0
2527.0,021,002,1.0
2531.0,012,042,1.0
2531.0,026,031,1.0
2536.0,003,015,1.0
2101.0,010,020,1.0
2148.0,012,007,1.0
2335.0,023,010,1.0
2116.0,008,011,1.0
2623.0,024,007,1.0
2136.0,012,012,1.0
2755.0,009,016,1.0
5510.0,010,021,1.0
5022.0,022,011,1.0
5436.0,019,008,1.0
2014.0,034,037,1.0
6038.0,021,012,1.0
5114.0,036,007,1.0
2125.0,029,009,1.0
5050.0,012,007,1.0
6050.0,029,005,1.0
2203.0,004,013,1.0
5119.0,011,008,1.0
5473.0,022,008,1.0
2404.0,012,018,1.0
5052.0,012,025,1.0
2234.0,020,019,1.0
5089.0,019,015,1.0
2677.0,002,019,1.0
5063.0,015,019,1.0
2337.0,033,021,1.0
6017.0,023,004,1.0
2307.0,003,016,1.0
2327.0,005,030,1.0
5048.0,022,023,1.0
5121.0,024,003,1.0
2625.0,005,039,1.0
5064.0,004,018,1.0
2333.0,006,035,1.0
2326.0,022,011,1.0
2783.0,014,015,1.0
5685.0,025,030,1.0
4106.0,005,017,1.0
2534.0,004,011,1.0
5053.0,024,032,1.0
2671.0,009,013,1.0
5189.0,007,046,1.0
4243.0,026,017,1.0
5084.0,029,006,1.0
5524.0,009,017,1.0
4003.0,026,006,1.0
2167.0,024,019,1.0
5435.0,024,019,1.0
2308.0,013,004,1.0
5466.0,022,018,1.0
5022.0,010,007,1.0
2163.0,023,031,1.0
4009.0,005,017,1.0
5590.0,014,033,1.0
2340.0,008,024,1.0
4301.0,016,008,1.0
2414.0,011,006,1.0
2731.0,023,051,1.0
5524.0,036,014,1.0
4258.0,009,006,1.0
2322.0,015,030,1.0
2679.0,001,025,1.0
2314.0,013,001,1.0
2580.0,012,031,1.0
2121.0,029,015,1.0
2167.0,008,007,1.0
2711.0,019,005,1.0
7346.0,006,020,1.0
2366.0,015,014,1.0
5044.0,027,012,1.0
5016.0,034,017,1.0
6035.0,003,020,1.0
2512.0,017,018,1.0
5587.0,018,013,1.0
2340.0,031,001,1.0
2169.0,007,021,1.0
2367.0,009,020,1.0
2712.0,008,005,1.0
2334.0,005,029,1.0
2697.0,014,014,1.0
2507.0,005,029,1.0
5440.0,020,017,1.0
2621.0,006,010,1.0
4247.0,017,024,1.0
2365.0,004,011,1.0
2234.0,021,009,1.0
2034.0,031,049,1.0
2682.0,024,010,1.0
5689.0,004,009,1.0
4311.0,012,028,1.0
2304.0,005,017,1.0
2013.0,026,004,1.0
2022.0,013,008,1.0
2504.0,021,014,1.0
2335.0,020,004,1.0
2642.0,017,026,1.0
2711.0,001,029,1.0
2715.0,032,033,1.0
2537.0,012,019,1.0
2682.0,025,013,1.0
2221.0,001,011,1.0
2336.0,024,007,1.0
2116.0,014,007,1.0
6037.0,017,005,1.0
5592.0,020,015,1.0
2167.0,006,027,1.0
5516.0,015,018,1.0
2560.0,017,028,1.0
2340.0,002,038,1.0
4326.0,019,018,1.0
2341.0,004,008,1.0
5526.0,024,006,1.0
2524.0,020,011,1.0
2340.0,006,033,1.0
2687.0,014,014,1.0
2138.0,020,020,1.0
2556.0,022,021,1.0
2166.0,041,003,1.0
2234.0,025,022,1.0
5480.0,021,025,1.0
2626.0,001,008,1.0
2668.0,022,012,1.0
5483.0,014,008,1.0
2410.0,008,001,1.0
5436.0,012,044,1.0
2501.0,018,006,1.0
2204.0,024,002,1.0
2648.0,006,010,1.0
2404.0,024,012,1.0
2628.0,003,012,1.0
2621.0,029,011,1.0
4318.0,037,008,1.0
4008.0,022,023,1.0
5439.0,031,021,1.0
2339.0,002,033,1.0
2021.0,012,012,1.0
4248.0,019,023,1.0
2410.0,011,020,1.0
2321.0,005,040,1.0
2308.0,022,021,1.0
5669.0,015,008,1.0
2408.0,017,016,1.0
2779.0,044,008,1.0
2676.0,017,001,1.0
5445.0,028,001,1.0
2649.0,007,008,1.0
2682.0,017,014,1.0
2697.0,012,011,1.0
5524.0,038,005,1.0
2259.0,014,002,1.0
2326.0,023,026,1.0
2139.0,008,010,1.0
2167.0,024,018,1.0
2307.0,009,021,1.0
2301.0,009,003,1.0
2343.0,015,033,1.0
2315.0,002,021,1.0
5533.0,014,011,1.0
2014.0,031,009,1.0
5689.0,007,029,1.0
2148.0,024,014,1.0
2420.0,007,019,1.0
2024.0,015,054,1.0
2304.0,019,010,1.0
2558.0,015,013,1.0
2410.0,006,024,1.0
2338.0,022,016,1.0
2242.0,020,008,1.0
5092.0,020,011,1.0
2676.0,015,013,1.0
5220.0,021,002,1.0
2023.0,017,016,1.0
2167.0,004,047,1.0
2237.0,004,018,1.0
7414.0,031,005,1.0
2027.0,004,003,1.0
2508.0,024,017,1.0
5066.0,022,022,1.0
2408.0,018,004,1.0
2335.0,007,004,1.0
2404.0,023,010,1.0
2120.0,013,025,1.0
5405.0,002,014,1.0
5453.0,003,015,1.0
5087.0,018,003,1.0
2572.0,036,017,1.0
6036.0,019,009,1.0
5062.0,027,044,1.0
2715.0,033,026,1.0
2676.0,002,011,1.0
2745.0,011,024,1.0
2666.0,003,003,1.0
2170.0,015,036,1.0
4303.0,008,031,1.0
2510.0,024,016,1.0
5033.0,014,028,1.0
4246.0,011,008,1.0
2167.0,023,008,1.0
2571.0,010,065,1.0
2345.0,025,007,1.0
2014.0,031,025,1.0
5213.0,001,011,1.0
2676.0,015,004,1.0
2028.0,034,011,1.0
2642.0,015,008,1.0
5559.0,019,024,1.0
2331.0,023,004,1.0
2621.0,027,002,1.0
4230.0,009,020,1.0
5018.0,025,019,1.0
2715.0,035,057,1.0
2697.0,008,023,1.0
2014.0,028,017,1.0
5474.0,040,018,1.0
2557.0,018,021,1.0
2169.0,012,029,1.0
5090.0,006,004,1.0
2410.0,016,031,1.0
2408.0,009,015,1.0
5047.0,005,004,1.0
2690.0,015,002,1.0
4303.0,022,030,1.0
5087.0,014,010,1.0
2075.0,030,006,1.0
2167.0,022,019,1.0
2337.0,003,020,1.0
2647.0,001,024,1.0
2326.0,011,001,1.0
2168.0,004,011,1.0
5453.0,024,007,1.0
6014.0,008,028,1.0
2130.0,022,015,1.0
5690.0,018,003,1.0
2607.0,014,024,1.0
2162.0,012,011,1.0
5433.0,017,033,1.0
2404.0,020,028,1.0
2602.0,014,026,1.0
2134.0,017,012,1.0
2012.0,011,016,1.0
2408.0,010,024,1.0
5063.0,002,023,1.0
2301.0,017,001,1.0
5486.0,009,022,1.0
2167.0,005,027,1.0
2610.0,003,008,1.0
2024.0,019,022,1.0
2694.0,019,016,1.0
2696.0,001,012,1.0
4264.0,023,019,1.0
2602.0,004,008,1.0
2511.0,027,016,1.0
2321.0,002,031,1.0
2249.0,017,029,1.0
4256.0,015,017,1.0
5001.0,021,029,1.0
2610.0,011,020,1.0
5189.0,003,045,1.0
4366.0,025,020,1.0
2741.0,010,031,1.0
2404.0,014,010,1.0
2532.0,009,028,1.0
5446.0,008,006,1.0
4405.0,030,042,2.0
2610.0,006,006,1.0
2316.0,015,019,1.0
2640.0,004,015,1.0
2688.0,009,014,1.0
2544.0,028,031,1.0
2784.0,012,002,1.0
2041.0,008,031,1.0
2404.0,023,012,1.0
2337.0,034,022,1.0
2510.0,012,026,1.0
5445.0,019,012,1.0
2074.0,005,016,1.0
2036.0,007,006,1.0
2745.0,006,018,1.0
6017.0,009,017,1.0
2130.0,011,001,1.0
5510.0,004,027,1.0
2337.0,012,006,1.0
2344.0,012,019,1.0
2414.0,025,004,1.0
2682.0,019,016,1.0
4109.0,027,002,1.0
2382.0,001,001,1.0
5523.0,028,010,1.0
2642.0,016,028,1.0
2114.0,010,035,1.0
2125.0,022,018,1.0
2706.0,019,015,1.0
2621.0,001,020,1.0
2324.0,007,014,1.0
5556.0,005,040,1.0
2263.0,024,043,1.0
2688.0,016,004,1.0
4236.0,005,003,1.0
2611.0,027,007,1.0
5589.0,026,014,1.0
6065.0,029,025,1.0
5017.0,018,016,1.0
2711.0,001,008,1.0
2317.0,005,005,1.0
2672.0,014,026,1.0
2332.0,012,017,1.0
2697.0,016,007,1.0
