Assessor Book,Assessor Page,Assessor Parcel,# of Accessory Dwelling Units
5033.0,9.0,024,1.0
4112.0,28.0,011,1.0
5047.0,7.0,021,2.0
4257.0,11.0,022,1.0
5459.0,22.0,014,1.0
5435.0,27.0,002,1.0
5092.0,19.0,007,1.0
2420.0,7.0,009,1.0
5020.0,16.0,016,1.0
6015.0,11.0,019,1.0
4301.0,3.0,044,1.0
4245.0,19.0,020,1.0
5476.0,11.0,005,1.0
4366.0,19.0,016,1.0
5431.0,7.0,021,1.0
5507.0,5.0,002,1.0
5020.0,35.0,009,2.0
2041.0,22.0,024,1.0
4004.0,10.0,003,1.0
6017.0,29.0,022,1.0
2545.0,9.0,004,1.0
2217.0,25.0,002,1.0
4392.0,5.0,003,1.0
6014.0,16.0,026,1.0
2410.0,14.0,015,1.0
2559.0,13.0,025,1.0
2558.0,16.0,031,1.0
2734.0,31.0,019,1.0
4383.0,22.0,003,1.0
2557.0,24.0,012,1.0
5021.0,9.0,009,1.0
5048.0,14.0,028,1.0
2209.0,8.0,004,1.0
5434.0,29.0,001,1.0
2650.0,27.0,015,1.0
5053.0,30.0,026,1.0
4404.0,5.0,013,1.0
4252.0,14.0,030,1.0
6071.0,3.0,017,1.0
7454.0,18.0,010,1.0
6017.0,10.0,001,1.0
5457.0,12.0,018,1.0
5437.0,14.0,021,1.0
5439.0,15.0,006,1.0
5437.0,4.0,010,1.0
5477.0,2.0,018,1.0
4306.0,13.0,018,1.0
5045.0,13.0,013,1.0
2042.0,3.0,059,1.0
2308.0,21.0,001,1.0
2333.0,6.0,056,1.0
2524.0,11.0,016,1.0
4259.0,17.0,012,1.0
2324.0,14.0,023,1.0
2646.0,4.0,007,1.0
4409.0,12.0,004,1.0
2137.0,8.0,018,1.0
4217.0,15.0,021,1.0
2243.0,11.0,003,1.0
2680.0,14.0,029,1.0
2639.0,32.0,005,1.0
6017.0,10.0,017,1.0
6022.0,2.0,025,1.0
2280.0,9.0,026,1.0
4312.0,6.0,031,1.0
5022.0,18.0,024,1.0
4112.0,32.0,025,1.0
5215.0,24.0,022,1.0
2336.0,16.0,019,1.0
2102.0,14.0,002,1.0
2556.0,20.0,012,1.0
5069.0,19.0,033,1.0
2660.0,22.0,030,1.0
6016.0,14.0,028,1.0
2505.0,1.0,006,1.0
4230.0,29.0,026,1.0
2035.0,9.0,028,1.0
4362.0,2.0,016,1.0
2733.0,26.0,021,1.0
5029.0,2.0,034,1.0
4223.0,29.0,009,1.0
5042.0,1.0,039,1.0
2514.0,16.0,051,1.0
2552.0,17.0,020,1.0
2203.0,3.0,006,1.0
6054.0,4.0,005,1.0
2327.0,7.0,138,1.0
5303.0,26.0,010,1.0
4008.0,14.0,022,1.0
4250.0,2.0,026,1.0
2246.0,26.0,004,1.0
2638.0,6.0,011,1.0
2367.0,1.0,030,1.0
2551.0,32.0,036,1.0
2113.0,3.0,006,1.0
2556.0,7.0,029,1.0
2206.0,34.0,016,1.0
6017.0,28.0,004,1.0
5047.0,8.0,025,1.0
2671.0,32.0,022,1.0
2553.0,2.0,042,1.0
2332.0,4.0,002,1.0
2532.0,29.0,035,1.0
2564.0,10.0,032,1.0
2215.0,24.0,006,1.0
2514.0,6.0,043,1.0
2572.0,40.0,006,1.0
5070.0,14.0,050,1.0
2036.0,5.0,014,1.0
5459.0,18.0,018,1.0
2639.0,20.0,012,1.0
5524.0,7.0,006,1.0
2625.0,14.0,013,1.0
4107.0,3.0,007,1.0
5528.0,11.0,011,1.0
5074.0,12.0,006,1.0
2551.0,23.0,053,1.0
2022.0,15.0,014,1.0
5021.0,31.0,048,1.0
2603.0,15.0,098,1.0
2136.0,21.0,029,1.0
6013.0,13.0,003,1.0
2325.0,16.0,006,1.0
2243.0,17.0,024,1.0
4109.0,31.0,008,1.0
5671.0,16.0,022,1.0
2023.0,5.0,023,1.0
2511.0,8.0,011,1.0
2337.0,30.0,006,1.0
2617.0,21.0,016,1.0
2648.0,11.0,006,1.0
2508.0,5.0,007,1.0
6051.0,19.0,022,1.0
2508.0,1.0,009,1.0
2717.0,15.0,002,1.0
2557.0,18.0,008,1.0
7445.0,14.0,066,1.0
2537.0,11.0,014,1.0
2620.0,6.0,010,1.0
5522.0,3.0,009,1.0
4008.0,5.0,010,1.0
5191.0,12.0,014,1.0
5436.0,14.0,016,1.0
2706.0,17.0,012,1.0
2254.0,28.0,010,1.0
2042.0,7.0,044,1.0
2201.0,28.0,012,1.0
2034.0,9.0,019,1.0
2134.0,16.0,009,1.0
5516.0,14.0,016,1.0
2039.0,15.0,015,1.0
4320.0,10.0,048,1.0
4231.0,8.0,021,1.0
2377.0,8.0,005,1.0
5059.0,18.0,034,1.0
4228.0,15.0,005,1.0
2782.0,26.0,007,1.0
2033.0,4.0,021,1.0
2237.0,21.0,002,1.0
2301.0,19.0,007,1.0
4214.0,16.0,021,1.0
4302.0,16.0,026,1.0
2530.0,34.0,016,1.0
6036.0,7.0,026,1.0
2688.0,34.0,017,1.0
5569.0,33.0,002,1.0
2642.0,2.0,003,1.0
5423.0,5.0,018,1.0
6015.0,28.0,025,1.0
2219.0,14.0,012,1.0
2333.0,4.0,006,1.0
5033.0,19.0,051,1.0
2023.0,4.0,007,1.0
2120.0,19.0,010,1.0
5474.0,31.0,008,1.0
2265.0,3.0,021,1.0
4242.0,26.0,017,1.0
4112.0,16.0,002,1.0
2762.0,35.0,010,1.0
6054.0,4.0,005,1.0
2332.0,9.0,005,1.0
2339.0,13.0,032,1.0
2620.0,5.0,003,1.0
5305.0,22.0,022,1.0
4106.0,24.0,025,1.0
2647.0,25.0,008,1.0
2231.0,13.0,042,1.0
2219.0,23.0,006,1.0
2023.0,19.0,007,1.0
2558.0,44.0,023,1.0
4251.0,27.0,009,1.0
2234.0,26.0,010,1.0
4259.0,11.0,008,1.0
6061.0,1.0,015,1.0
2537.0,7.0,015,1.0
2111.0,7.0,004,1.0
5436.0,17.0,022,1.0
2325.0,30.0,003,1.0
2617.0,21.0,011,1.0
2647.0,18.0,004,1.0
2022.0,3.0,006,1.0
2568.0,17.0,033,1.0
5035.0,3.0,010,1.0
2326.0,7.0,005,1.0
2333.0,15.0,034,1.0
2553.0,8.0,007,1.0
4305.0,13.0,036,1.0
2556.0,31.0,001,1.0
5686.0,18.0,021,1.0
4232.0,12.0,008,1.0
2566.0,2.0,034,1.0
2327.0,7.0,057,1.0
2109.0,4.0,006,1.0
5155.0,31.0,017,1.0
2611.0,28.0,031,1.0
2571.0,15.0,033,1.0
2604.0,7.0,023,1.0
5518.0,2.0,023,1.0
2040.0,23.0,024,1.0
5523.0,33.0,009,1.0
2617.0,1.0,027,1.0
2153.0,23.0,008,2.0
2677.0,1.0,005,1.0
2126.0,30.0,003,1.0
2611.0,1.0,014,1.0
2368.0,17.0,035,1.0
2572.0,40.0,019,1.0
5434.0,19.0,010,1.0
2668.0,23.0,001,1.0
5066.0,11.0,024,1.0
6031.0,30.0,016,1.0
2510.0,21.0,016,1.0
2664.0,11.0,039,1.0
2042.0,15.0,016,1.0
5022.0,24.0,016,1.0
2014.0,23.0,007,1.0
2764.0,3.0,008,1.0
2551.0,21.0,042,1.0
2645.0,13.0,011,1.0
2305.0,37.0,007,1.0
2566.0,12.0,067,1.0
2617.0,7.0,036,1.0
2530.0,20.0,017,1.0
2308.0,8.0,013,1.0
2503.0,17.0,040,1.0
2332.0,15.0,017,1.0
4243.0,12.0,018,1.0
5419.0,23.0,004,1.0
2783.0,6.0,005,1.0
4356.0,20.0,002,1.0
2022.0,21.0,008,1.0
2511.0,29.0,002,1.0
2511.0,25.0,023,1.0
2175.0,22.0,005,1.0
5070.0,6.0,035,1.0
2263.0,29.0,028,1.0
2647.0,10.0,010,1.0
2327.0,7.0,039,1.0
2148.0,18.0,011,1.0
2236.0,4.0,023,1.0
2235.0,19.0,050,1.0
2237.0,15.0,004,1.0
2617.0,1.0,027,1.0
5089.0,19.0,035,1.0
2261.0,31.0,022,1.0
2044.0,2.0,002,1.0
2566.0,6.0,043,1.0
2022.0,15.0,012,1.0
5043.0,9.0,005,1.0
7415.0,26.0,011,1.0
2423.0,11.0,023,1.0
2729.0,10.0,013,1.0
5589.0,21.0,005,1.0
2551.0,32.0,006,1.0
2511.0,5.0,021,1.0
2337.0,8.0,006,1.0
2153.0,23.0,008,2.0
5424.0,22.0,021,1.0
5090.0,22.0,024,1.0
2762.0,40.0,006,1.0
5050.0,30.0,041,1.0
2511.0,24.0,007,1.0
5457.0,28.0,004,1.0
2617.0,16.0,012,1.0
4252.0,16.0,031,1.0
2647.0,1.0,002,1.0
2511.0,4.0,021,1.0
2249.0,11.0,011,1.0
2148.0,23.0,009,1.0
2237.0,6.0,028,1.0
2327.0,7.0,052,1.0
4387.0,1.0,006,1.0
2366.0,10.0,016,1.0
2664.0,17.0,023,1.0
2660.0,22.0,037,1.0
2206.0,21.0,013,1.0
2501.0,12.0,016,1.0
7460.0,11.0,003,1.0
2511.0,23.0,023,1.0
2633.0,34.0,007,1.0
2424.0,22.0,011,1.0
2135.0,25.0,001,1.0
2511.0,25.0,003,1.0
4302.0,15.0,006,1.0
2764.0,21.0,007,1.0
5050.0,16.0,027,1.0
5454.0,29.0,008,1.0
2639.0,18.0,013,1.0
2511.0,6.0,024,1.0
4245.0,18.0,007,1.0
2604.0,25.0,012,1.0
2405.0,18.0,007,1.0
2109.0,16.0,020,1.0
2644.0,18.0,002,1.0
2558.0,2.0,007,1.0
2722.0,35.0,009,1.0
2660.0,11.0,011,1.0
2237.0,17.0,004,1.0
2044.0,17.0,009,1.0
2148.0,16.0,002,1.0
6013.0,1.0,017,1.0
2572.0,40.0,007,1.0
2761.0,12.0,010,1.0
2330.0,5.0,033,1.0
2647.0,16.0,023,1.0
2354.0,4.0,055,1.0
2604.0,17.0,013,1.0
2511.0,4.0,003,1.0
2136.0,22.0,005,1.0
2324.0,19.0,016,1.0
5021.0,22.0,012,1.0
4263.0,20.0,070,1.0
2153.0,4.0,019,1.0
2042.0,14.0,019,1.0
2572.0,20.0,016,1.0
2660.0,17.0,012,1.0
2136.0,21.0,023,1.0
2040.0,25.0,012,1.0
2137.0,13.0,001,1.0
2617.0,15.0,037,1.0
2111.0,9.0,013,1.0
2617.0,20.0,022,1.0
2148.0,8.0,019,1.0
2259.0,11.0,023,1.0
2604.0,24.0,014,1.0
5116.0,14.0,019,1.0
5539.0,29.0,033,1.0
2148.0,24.0,016,1.0
2647.0,28.0,011,1.0
2566.0,11.0,027,1.0
2647.0,11.0,033,1.0
2514.0,18.0,013,1.0
2346.0,13.0,051,1.0
2112.0,9.0,003,1.0
5085.0,14.0,028,1.0
2604.0,13.0,004,1.0
5070.0,6.0,035,1.0
2556.0,12.0,044,1.0
2572.0,36.0,017,1.0
6072.0,11.0,023,1.0
2328.0,14.0,018,1.0
2678.0,11.0,024,1.0
2414.0,17.0,027,1.0
5556.0,14.0,020,1.0
2647.0,18.0,017,1.0
2638.0,3.0,021,1.0
2236.0,6.0,025,1.0
2722.0,6.0,014,1.0
2664.0,11.0,030,1.0
2647.0,8.0,017,1.0
2511.0,5.0,001,1.0
4324.0,28.0,026,1.0
2647.0,16.0,015,1.0
5064.0,10.0,011,1.0
5533.0,26.0,120,1.0
2148.0,7.0,003,1.0
2023.0,14.0,028,1.0
2224.0,28.0,009,1.0
2239.0,2.0,007,1.0
2669.0,23.0,004,1.0
2227.0,12.0,001,1.0
2609.0,12.0,022,1.0
6031.0,36.0,019,1.0
4230.0,11.0,019,1.0
4110.0,24.0,011,1.0
2233.0,14.0,018,1.0
2620.0,6.0,014,1.0
2668.0,15.0,020,1.0
4245.0,5.0,008,1.0
2650.0,5.0,011,1.0
2712.0,20.0,008,1.0
2634.0,10.0,012,1.0
5401.0,9.0,019,1.0
2221.0,18.0,009,1.0
2678.0,15.0,023,1.0
2022.0,9.0,013,1.0
2623.0,26.0,012,1.0
5063.0,11.0,005,1.0
5420.0,35.0,027,1.0
2660.0,6.0,023,1.0
2648.0,4.0,003,1.0
2531.0,33.0,031,1.0
4233.0,23.0,086,1.0
2220.0,14.0,005,1.0
2647.0,7.0,017,1.0
2167.0,11.0,004,1.0
2249.0,27.0,013,1.0
2688.0,36.0,017,1.0
2656.0,30.0,023,1.0
4366.0,33.0,021,1.0
2235.0,3.0,018,1.0
2570.0,1.0,007,1.0
2678.0,25.0,008,1.0
2552.0,41.0,003,1.0
2647.0,11.0,001,1.0
2161.0,15.0,017,1.0
5006.0,31.0,003,1.0
2722.0,32.0,006,1.0
2148.0,16.0,020,1.0
7425.0,12.0,008,1.0
2111.0,16.0,026,1.0
4112.0,22.0,014,1.0
2507.0,17.0,013,1.0
2106.0,19.0,010,1.0
2103.0,2.0,019,1.0
2531.0,15.0,047,1.0
4252.0,36.0,031,1.0
5545.0,8.0,027,1.0
2136.0,19.0,003,1.0
6015.0,15.0,018,1.0
2638.0,16.0,027,1.0
2301.0,17.0,016,1.0
2004.0,6.0,011,1.0
2645.0,20.0,055,1.0
2785.0,6.0,019,1.0
6054.0,34.0,010,1.0
2501.0,19.0,002,1.0
5045.0,5.0,021,1.0
4423.0,27.0,041,1.0
2534.0,12.0,002,1.0
2551.0,32.0,009,1.0
2301.0,11.0,003,1.0
5523.0,19.0,002,1.0
5422.0,19.0,028,1.0
2604.0,8.0,009,1.0
4492.0,3.0,006,1.0
2558.0,16.0,004,1.0
4405.0,36.0,011,1.0
2615.0,27.0,042,1.0
2639.0,18.0,015,1.0
4257.0,18.0,042,1.0
2647.0,16.0,013,1.0
2661.0,18.0,003,1.0
2637.0,19.0,009,1.0
2022.0,4.0,007,1.0
2148.0,7.0,010,1.0
5589.0,23.0,005,1.0
2671.0,2.0,011,1.0
2762.0,3.0,018,1.0
5006.0,26.0,034,1.0
2238.0,8.0,034,1.0
2219.0,13.0,021,1.0
4009.0,3.0,021,1.0
2617.0,5.0,018,1.0
2511.0,27.0,005,1.0
2136.0,22.0,027,1.0
4257.0,4.0,032,1.0
2697.0,23.0,032,1.0
4404.0,20.0,021,1.0
2242.0,5.0,013,1.0
2666.0,6.0,004,1.0
4236.0,7.0,005,1.0
2647.0,29.0,015,1.0
2729.0,2.0,034,1.0
2046.0,3.0,019,1.0
4256.0,26.0,038,1.0
2660.0,23.0,003,1.0
5050.0,30.0,041,1.0
4318.0,8.0,012,1.0
2551.0,28.0,006,1.0
2242.0,7.0,017,1.0
2647.0,10.0,008,1.0
2638.0,16.0,022,1.0
2414.0,32.0,012,1.0
7459.0,17.0,017,1.0
5580.0,30.0,014,1.0
5486.0,6.0,016,1.0
5445.0,19.0,002,1.0
5078.0,21.0,020,1.0
2551.0,20.0,028,1.0
2233.0,32.0,036,1.0
2230.0,14.0,012,1.0
4246.0,17.0,009,1.0
5057.0,21.0,019,1.0
2552.0,24.0,024,1.0
5507.0,7.0,024,1.0
5492.0,26.0,011,1.0
5015.0,15.0,002,1.0
2326.0,19.0,002,1.0
5013.0,24.0,011,1.0
2419.0,18.0,016,1.0
4251.0,7.0,006,1.0
2410.0,16.0,016,1.0
5459.0,15.0,027,1.0
2605.0,16.0,030,1.0
5528.0,6.0,003,1.0
5305.0,25.0,020,1.0
2217.0,28.0,010,1.0
2108.0,6.0,002,1.0
2319.0,17.0,017,1.0
7445.0,14.0,066,1.0
5512.0,18.0,013,1.0
2536.0,14.0,021,1.0
2410.0,6.0,018,1.0
2551.0,25.0,024,1.0
5526.0,28.0,009,1.0
2731.0,7.0,001,1.0
2036.0,8.0,028,1.0
2263.0,2.0,019,1.0
2316.0,8.0,020,1.0
2243.0,8.0,006,1.0
5209.0,2.0,013,1.0
2618.0,5.0,008,1.0
5217.0,7.0,009,1.0
2033.0,1.0,010,1.0
2783.0,14.0,007,1.0
2243.0,17.0,025,1.0
2621.0,1.0,002,1.0
2414.0,31.0,032,1.0
2404.0,31.0,004,1.0
5512.0,13.0,008,1.0
5474.0,27.0,006,1.0
2345.0,1.0,035,1.0
4256.0,4.0,031,1.0
2109.0,11.0,010,1.0
2764.0,17.0,063,1.0
5587.0,16.0,012,1.0
2365.0,4.0,011,1.0
2525.0,2.0,015,1.0
5401.0,25.0,032,1.0
2610.0,22.0,005,1.0
2340.0,31.0,015,1.0
2414.0,33.0,010,1.0
2782.0,3.0,012,1.0
5422.0,3.0,024,1.0
2419.0,24.0,014,1.0
7415.0,5.0,019,1.0
4105.0,20.0,008,1.0
2669.0,2.0,017,1.0
4230.0,24.0,002,1.0
4327.0,9.0,005,1.0
4330.0,7.0,017,1.0
2558.0,19.0,008,1.0
2762.0,36.0,042,1.0
2715.0,1.0,020,1.0
7439.0,12.0,041,1.0
5504.0,7.0,009,1.0
5178.0,25.0,001,1.0
5504.0,13.0,018,1.0
5478.0,8.0,017,1.0
2320.0,18.0,014,1.0
2415.0,3.0,022,1.0
2119.0,24.0,015,1.0
2259.0,13.0,011,1.0
4317.0,10.0,031,1.0
2503.0,1.0,038,1.0
2421.0,17.0,007,1.0
2104.0,1.0,027,1.0
2039.0,28.0,012,1.0
5081.0,24.0,023,1.0
2646.0,3.0,005,1.0
2582.0,27.0,032,1.0
2013.0,21.0,009,1.0
2417.0,1.0,011,1.0
5041.0,18.0,024,1.0
2368.0,22.0,022,1.0
6029.0,8.0,026,1.0
2417.0,7.0,028,1.0
2781.0,28.0,029,1.0
5069.0,29.0,006,1.0
2378.0,1.0,015,1.0
4214.0,12.0,008,1.0
5458.0,30.0,027,1.0
2263.0,30.0,030,1.0
5061.0,5.0,003,1.0
5061.0,23.0,018,1.0
2661.0,17.0,014,1.0
4423.0,4.0,013,1.0
5018.0,4.0,022,1.0
6019.0,8.0,001,1.0
2319.0,18.0,002,1.0
2334.0,7.0,031,1.0
2276.0,15.0,028,1.0
5453.0,7.0,018,1.0
2570.0,6.0,039,1.0
2125.0,20.0,011,1.0
2625.0,30.0,022,1.0
4422.0,10.0,003,1.0
2213.0,13.0,016,1.0
2110.0,15.0,011,1.0
2120.0,33.0,031,1.0
2558.0,13.0,008,1.0
2132.0,5.0,010,1.0
2104.0,6.0,007,1.0
2135.0,35.0,016,1.0
5433.0,3.0,004,1.0
2558.0,40.0,039,1.0
2414.0,19.0,023,1.0
2044.0,9.0,015,1.0
5006.0,32.0,006,1.0
2202.0,4.0,001,1.0
5429.0,28.0,008,1.0
4404.0,23.0,012,1.0
5016.0,32.0,008,1.0
5107.0,26.0,008,1.0
4215.0,29.0,007,1.0
5437.0,3.0,020,1.0
2161.0,11.0,006,1.0
2649.0,10.0,015,1.0
2669.0,14.0,017,1.0
4107.0,3.0,018,1.0
5689.0,31.0,027,1.0
2726.0,20.0,006,1.0
2688.0,1.0,025,1.0
6019.0,8.0,001,1.0
4004.0,10.0,024,1.0
5526.0,17.0,019,1.0
2248.0,16.0,013,1.0
2271.0,5.0,025,1.0
2511.0,22.0,001,1.0
5067.0,19.0,019,1.0
6066.0,9.0,072,1.0
2645.0,7.0,014,1.0
5445.0,9.0,017,1.0
2565.0,18.0,035,1.0
2151.0,35.0,027,1.0
2244.0,7.0,013,1.0
5432.0,22.0,010,1.0
4303.0,15.0,023,1.0
5033.0,13.0,028,1.0
2556.0,12.0,013,1.0
5539.0,18.0,021,1.0
4006.0,22.0,009,1.0
4221.0,10.0,013,1.0
4107.0,32.0,012,1.0
4308.0,15.0,037,1.0
4368.0,9.0,051,1.0
2414.0,6.0,004,1.0
2618.0,18.0,030,1.0
2424.0,2.0,034,1.0
2107.0,10.0,068,1.0
5061.0,3.0,008,1.0
2537.0,9.0,016,1.0
2640.0,24.0,011,1.0
2249.0,17.0,003,1.0
5082.0,24.0,008,1.0
2629.0,33.0,021,1.0
2126.0,13.0,010,1.0
5051.0,21.0,006,1.0
2291.0,12.0,033,1.0
2275.0,2.0,033,1.0
2217.0,17.0,017,1.0
2419.0,14.0,018,1.0
4244.0,3.0,034,1.0
2606.0,23.0,010,1.0
2269.0,6.0,005,1.0
2153.0,34.0,030,1.0
2784.0,21.0,013,1.0
5594.0,16.0,009,1.0
5022.0,12.0,011,1.0
5445.0,30.0,016,1.0
5436.0,28.0,012,1.0
4230.0,16.0,019,1.0
4232.0,26.0,034,1.0
2622.0,12.0,021,1.0
2264.0,3.0,020,1.0
4004.0,25.0,021,1.0
2184.0,24.0,010,1.0
2322.0,21.0,008,1.0
5691.0,7.0,015,1.0
2525.0,7.0,005,1.0
2535.0,27.0,018,1.0
2334.0,13.0,040,1.0
2538.0,29.0,008,1.0
2214.0,10.0,011,1.0
2106.0,11.0,064,1.0
5207.0,20.0,007,1.0
2340.0,12.0,001,1.0
5065.0,18.0,005,1.0
5436.0,29.0,015,1.0
2014.0,29.0,028,1.0
4355.0,19.0,019,1.0
2633.0,1.0,017,1.0
2717.0,15.0,012,1.0
5082.0,14.0,002,1.0
2623.0,28.0,002,1.0
2650.0,18.0,016,1.0
5307.0,1.0,017,1.0
2201.0,3.0,025,1.0
2203.0,24.0,016,1.0
2105.0,7.0,001,1.0
2715.0,2.0,032,1.0
5523.0,27.0,017,1.0
2362.0,8.0,014,1.0
5058.0,11.0,003,1.0
2535.0,5.0,017,1.0
6061.0,14.0,005,1.0
2020.0,16.0,003,1.0
5507.0,2.0,017,1.0
2263.0,19.0,002,1.0
4244.0,9.0,014,1.0
4230.0,18.0,017,1.0
5219.0,24.0,022,1.0
2214.0,12.0,007,1.0
5101.0,29.0,010,1.0
2242.0,16.0,012,1.0
2332.0,19.0,005,1.0
2356.0,19.0,021,1.0
4258.0,2.0,023,1.0
2316.0,24.0,002,1.0
2214.0,13.0,020,1.0
2336.0,28.0,022,1.0
5057.0,3.0,022,1.0
2168.0,8.0,057,1.0
5053.0,26.0,024,1.0
2130.0,19.0,005,1.0
2308.0,16.0,004,1.0
2304.0,20.0,015,1.0
5549.0,25.0,021,1.0
2626.0,9.0,024,1.0
4352.0,6.0,036,1.0
5524.0,11.0,003,1.0
5066.0,4.0,010,1.0
2103.0,25.0,025,1.0
6065.0,35.0,037,1.0
2309.0,2.0,008,1.0
4360.0,10.0,028,1.0
2120.0,26.0,017,1.0
4264.0,24.0,009,1.0
5477.0,20.0,028,1.0
2525.0,7.0,010,1.0
5048.0,30.0,018,1.0
2218.0,18.0,034,1.0
2317.0,6.0,021,1.0
6031.0,27.0,012,1.0
2104.0,3.0,032,1.0
2407.0,2.0,003,1.0
2727.0,5.0,002,1.0
2110.0,16.0,014,1.0
2265.0,7.0,017,1.0
2618.0,10.0,019,1.0
2310.0,12.0,023,1.0
2706.0,35.0,024,1.0
2333.0,15.0,048,1.0
4247.0,29.0,007,1.0
2230.0,16.0,009,1.0
2040.0,46.0,004,1.0
2532.0,22.0,003,1.0
2570.0,13.0,020,1.0
4114.0,22.0,020,1.0
2229.0,26.0,005,1.0
2269.0,8.0,015,1.0
2130.0,18.0,017,1.0
2039.0,19.0,034,1.0
2124.0,12.0,005,1.0
2616.0,28.0,031,1.0
2159.0,18.0,013,1.0
2264.0,18.0,014,1.0
2245.0,19.0,017,1.0
7455.0,10.0,004,1.0
6083.0,4.0,028,1.0
2309.0,26.0,012,1.0
2337.0,27.0,013,1.0
2129.0,26.0,018,1.0
6065.0,12.0,019,1.0
2159.0,4.0,085,1.0
2045.0,2.0,011,1.0
2126.0,12.0,020,1.0
7452.0,13.0,011,1.0
2360.0,15.0,037,1.0
2109.0,3.0,015,1.0
5517.0,9.0,024,1.0
6069.0,26.0,079,1.0
2619.0,7.0,006,1.0
2156.0,18.0,020,1.0
4214.0,6.0,016,1.0
2763.0,1.0,025,1.0
2729.0,13.0,006,1.0
2259.0,14.0,022,1.0
2764.0,20.0,006,1.0
2128.0,5.0,043,1.0
2687.0,23.0,011,1.0
2646.0,13.0,006,1.0
2360.0,1.0,022,1.0
2151.0,13.0,051,1.0
6075.0,6.0,009,1.0
2559.0,10.0,021,1.0
2315.0,9.0,030,1.0
2669.0,7.0,007,1.0
2512.0,22.0,034,1.0
5049.0,25.0,012,1.0
2555.0,3.0,029,1.0
2741.0,21.0,026,1.0
2335.0,14.0,003,1.0
2341.0,016,029,1.0
6061.0,014,005,1.0
5219.0,016,009,1.0
2254.0,015,007,1.0
2201.0,034,003,1.0
2135.0,023,003,1.0
5432.0,026,020,1.0
5084.0,002,009,1.0
2132.0,001,002,1.0
2153.0,018,019,1.0
5483.0,022,018,1.0
2103.0,002,019,1.0
2333.0,010,052,1.0
2131.0,017,013,1.0
2688.0,025,016,1.0
6052.0,029,001,1.0
2353.0,022,016,1.0
5116.0,015,006,1.0
2646.0,019,019,1.0
2250.0,020,018,1.0
2609.0,016,006,1.0
2570.0,009,015,1.0
2134.0,039,004,1.0
2748.0,014,072,1.0
2616.0,017,021,1.0
2123.0,008,011,1.0
2101.0,030,015,1.0
2315.0,017,037,1.0
2121.0,026,004,1.0
2229.0,027,008,1.0
2646.0,002,006,1.0
2250.0,008,001,1.0
2222.0,012,028,1.0
2039.0,012,054,1.0
2731.0,006,019,1.0
2502.0,025,005,1.0
2645.0,009,016,1.0
2729.0,019,032,1.0
6051.0,013,026,1.0
2505.0,008,012,1.0
2159.0,017,017,1.0
2322.0,015,008,1.0
2637.0,032,017,1.0
4112.0,003,009,1.0
2033.0,024,010,1.0
4245.0,020,028,1.0
2678.0,019,005,1.0
4325.0,019,042,1.0
4247.0,027,034,1.0
2336.0,016,010,1.0
4242.0,016,007,1.0
4107.0,007,017,1.0
2260.0,002,007,1.0
2217.0,011,024,1.0
2346.0,020,007,1.0
2285.0,020,020,1.0
5464.0,028,041,1.0
2331.0,001,021,1.0
2661.0,018,003,1.0
2104.0,026,008,1.0
6075.0,019,022,1.0
2126.0,016,012,1.0
2160.0,018,141,1.0
2404.0,027,009,1.0
2012.0,009,018,1.0
2242.0,021,009,1.0
7560.0,016,012,1.0
6061.0,014,010,1.0
2348.0,005,010,1.0
5436.0,029,008,1.0
2231.0,005,040,1.0
5088.0,007,013,1.0
5669.0,022,007,1.0
4249.0,028,016,1.0
2733.0,011,015,1.0
5472.0,004,004,1.0
2271.0,006,007,1.0
2146.0,011,001,1.0
2629.0,020,020,1.0
4006.0,025,023,1.0
5073.0,026,016,1.0
2729.0,016,010,1.0
2254.0,007,019,1.0
2604.0,021,026,1.0
2872.0,011,009,1.0
5475.0,003,022,1.0
2634.0,029,009,1.0
2571.0,010,061,1.0
2326.0,001,027,1.0
4257.0,017,044,1.0
2265.0,022,010,1.0
2639.0,022,027,1.0
2129.0,019,026,1.0
2729.0,018,030,1.0
5504.0,013,011,1.0
2125.0,019,027,1.0
5457.0,012,011,1.0
5309.0,005,017,1.0
2331.0,002,021,1.0
2125.0,019,002,1.0
2505.0,007,012,1.0
2130.0,026,019,1.0
4019.0,002,015,1.0
2115.0,012,004,1.0
2159.0,017,017,1.0
5464.0,015,023,1.0
2226.0,010,017,1.0
2233.0,023,017,2.0
2316.0,011,037,1.0
2680.0,013,045,1.0
5054.0,007,014,1.0
2768.0,015,012,1.0
2617.0,010,029,1.0
2249.0,009,021,1.0
2271.0,004,007,1.0
2638.0,010,001,1.0
2159.0,010,033,1.0
4413.0,008,003,1.0
2384.0,016,043,1.0
2219.0,012,010,1.0
5467.0,031,027,1.0
2135.0,008,012,1.0
4007.0,028,002,1.0
2676.0,003,012,1.0
5504.0,019,006,1.0
2784.0,018,017,1.0
2571.0,016,035,1.0
2656.0,027,078,1.0
2254.0,014,013,1.0
2238.0,016,018,1.0
2334.0,007,058,1.0
5049.0,003,016,1.0
2355.0,004,012,1.0
2741.0,026,015,1.0
2378.0,024,031,1.0
2249.0,019,013,1.0
2161.0,016,022,1.0
2619.0,019,008,1.0
5479.0,011,008,1.0
2376.0,017,024,1.0
2106.0,010,009,1.0
2310.0,017,002,1.0
2333.0,006,057,1.0
2672.0,025,013,1.0
2532.0,021,021,1.0
2364.0,008,046,1.0
